Date,Open,High,Low,Close,Adj Close,Volume,Lag0,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16,Lag17,Lag18,Lag19,EWMA_,upperband,lowerband,slowk,slowd,macdhist,CCI,Chaikin
2018-01-26,27.549999,27.65,27.360001,27.370530128542498,27.370530128542498,1026700,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,26.786742059823304,26.64248461794699,26.661949785384095,,,,,,,0.03630746499987108,,,,-60621.52848616778
2018-01-29,27.51,27.700001,27.17,27.029215095141655,27.029215095141655,986100,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,26.786742059823304,26.64248461794699,26.661949785384095,,,,,,-0.26563139476783415,,,,-164627.59881511074
2018-01-30,27.049999,27.209999,26.950001,26.93719331713885,26.93719331713885,1237700,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,26.786742059823304,26.64248461794699,26.661949785384095,,,,,-0.04926069762517872,,,,-144590.4127154625
2018-01-31,27.1,27.24,26.93,26.839595390462822,26.839595390462822,1395600,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,26.786742059823304,26.64248461794699,26.661949785384095,,,,-0.29162777270057394,,,,-391260.0044178497
2018-02-01,27.030001000000002,27.110001,26.780001000000002,26.560744301542726,26.560744301542726,1287100,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,26.786742059823304,26.64248461794699,,,,-0.6644142377493237,,,,-705068.3204981452
2018-02-02,26.92,27.02,26.219998999999998,25.724189005142414,25.724189005142414,1645300,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,26.786742059823304,,,,-0.6197617188698303,,,,-986173.116199391
2018-02-05,26.0,26.309998999999998,24.76,24.65526568380805,24.65526568380805,2441000,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,26.919035199411006,,,,-0.06757057016936892,,,,-721510.696129174
2018-02-06,24.219998999999998,25.07,23.9,24.62432494602683,24.62432494602683,4662400,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,27.267063998036676,,,,0.6190811504502838,,,,682779.3396769438
2018-02-07,24.58,25.42,24.58,24.61414215342277,24.61414215342277,2243100,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,27.567361660122238,,,,0.040645420741393413,,,,188657.3811592192
2018-02-08,25.01,25.01,23.860001,23.92954484474255,23.92954484474255,2288200,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,27.755028533740784,,,,0.06047296105696689,,,,-14905.934061621549
2018-02-09,24.18,24.450001,23.459999,24.31989248247517,24.31989248247517,2004400,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,27.822883112469277,,,,0.8685775205253811,,,,1011047.6081101967
2018-02-12,24.450001,25.1,24.35,24.714777608250557,24.714777608250557,2251800,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,27.723737708230928,26.108767190845487,,,0.48637014433407444,0.1053379175207014,,,849656.1719103924
2018-02-13,24.620001000000002,24.780001000000002,24.549999,24.660034360835198,24.660034360835198,1478100,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,27.509439027436443,26.00068391417238,29.11774950285124,24.06149487097923,0.4784104522360539,0.13317113918413911,,-108.79409668982369,705516.8599082176
2018-02-14,24.41,25.23,24.4,25.035263202784,25.035263202784,1302400,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,27.678146091454813,25.929377752645948,29.126110771188625,23.944687830468506,0.7653773527518092,0.17986601308822317,,-90.67343030604081,822325.5200802473
2018-02-15,25.299999,25.4,24.73,24.84529067594667,24.84529067594667,1859600,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,27.613083638182708,25.850048131470473,29.13807608530375,23.81290958688669,0.17207563574130044,0.1792959410921368,0.0170260943964885,-80.24014234788169,187825.12007756025
2018-02-16,24.83,25.15,24.82,24.88594125315558,24.88594125315558,2044100,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,27.83772679394236,25.78010397021208,29.13387534606443,23.690390272348168,0.19982197925933057,0.180785066992858,0.03471750472058566,-77.22655767646361,-91190.35059355397
2018-02-20,24.92,25.299999,24.91,24.928494843851922,24.928494843851922,1657700,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,27.703501313141196,25.71881359665055,29.11306082548142,23.57850210256057,0.047422798140308434,0.1711869743656433,0.05157391732499128,-68.46071813323209,-283919.8643332443
2018-02-21,25.049999,25.42,24.959999,24.768245812839737,24.768245812839737,1473200,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,27.488459710470647,25.650907330696082,29.065220797076197,23.459754251952663,-0.4168538484922031,0.12917875865589123,0.05517667802031001,-64.0265895174716,-718851.533163761
2018-02-22,25.1,25.110001,24.440001000000002,24.512934376132463,24.512934376132463,1413900,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,27.399073701568824,25.57017209738987,28.989058480503786,23.33228808292575,0.1088557852723303,0.12773691419814936,0.044663620780238666,-75.80998702782637,-323981.4208819764
2018-02-23,24.58,25.0,24.459999,24.823784253774882,24.823784253774882,1747600,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,27.333499338562746,25.517556806690653,28.86584980350754,23.26008047459094,0.6736751483328399,0.166221864266053,0.05947803258630968,-67.67030879527569,411900.3708805441
2018-02-26,25.09,25.23,24.860001,24.72130484591627,24.72130484591627,1164700,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,27.370530128542498,25.46175993684266,28.722367872561417,23.196790521100194,-0.3748554836195015,0.12830619957078943,0.06437445324470348,-55.53542842215174,-165865.70791631192
2018-02-27,25.139999,25.450001,24.549999,24.26351381972089,24.26351381972089,1343900,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,27.029215095141655,25.378257699169264,28.59113725926961,23.09733954182466,-0.31831615960754284,0.09718240467300633,0.04125314729917995,-60.21737317697949,-438528.9595979033
2018-02-28,24.68,24.719998999999998,23.98,23.806481065736307,23.806481065736307,2193000,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,26.93719331713885,25.26928869172274,28.490769378427984,22.950843558552947,-0.23448536317440183,0.07418835660308504,0.0017318366562052434,-82.97386870544894,-835308.5941080418
2018-03-01,23.93,24.26,23.559998999999998,23.60759021912101,23.60759021912101,2122800,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,26.839595390462822,25.154637284586084,28.357129772366267,22.81311277312574,0.06798735876236353,0.0737605093493189,-0.030350047598475816,-93.71720995321716,-480324.7145786665
2018-03-02,23.450001,23.870001000000002,23.129998999999998,23.757941397070034,23.757941397070034,1601600,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,26.560744301542726,25.058699969258015,28.196860077563247,22.716372985187913,0.8485685134229812,0.12698111411370108,-0.03474204785776369,-97.45929267077541,647301.2779747804
2018-03-05,23.610001,24.129998999999998,23.459999,23.864069323566792,23.864069323566792,1704600,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,25.724189005142414,24.97698323995015,27.970693567994196,22.677628996731926,0.603090035174318,0.15954855574404622,-0.02424292562419139,-81.65142242279498,806328.7711010798
2018-03-06,24.09,24.200001,23.77,23.962212411889308,23.962212411889308,2705800,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.65526568380805,24.907838304492667,27.732190016251725,22.66671328839094,0.4470045694993912,0.1791353697993545,-0.005408704295080891,-69.95789021123903,595013.6508396927
2018-03-07,23.82,24.040001,23.67,23.94079337296435,23.94079337296435,1599200,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.62432494602683,24.84218316433646,27.500434169752605,22.661958045722972,0.7318720029522885,0.21666206575315491,0.010290527401986993,-71.04426278062205,781670.4957466705
2018-03-08,24.040001,24.1,23.629998999999998,24.032057909881164,24.032057909881164,2424300,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.61414215342277,24.787366783021515,27.251804065763615,22.686120430266115,0.8554426690180729,0.2598845686100817,0.03017006962396873,-65.85955378235965,1099330.574583751
2018-03-09,24.219998999999998,24.719998999999998,24.129998999999998,24.382748366270555,24.382748366270555,1694500,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,23.92954484474255,24.760074564068418,26.979527093851946,22.761680670691636,0.4283887563907741,0.27125047040059563,0.06768985938529282,-35.16875799554972,503791.1814637163
2018-03-12,24.469998999999998,24.610001,24.41,24.343353220901843,24.343353220901843,1797300,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.31989248247517,24.732048256113053,26.66224930425899,22.877146666441885,-0.33323222932963825,0.23059640126270162,0.08988360058884093,-29.13465991297884,-661382.8837812118
2018-03-13,24.65,24.65,24.23,24.212036069672806,24.212036069672806,2063600,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.714777608250557,24.697170694583335,26.374014634625457,22.977569401044153,-0.0427712626837973,0.21226145110548036,0.09537848433638552,-31.890448367554672,-837690.0745740111
2018-03-14,24.389999,24.52,24.190001000000002,24.23907256557603,24.23907256557603,2750600,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.660034360835198,24.66652403775677,26.059430493136176,23.11227882576258,0.14870216447937334,0.20800934981532077,0.09979753304854455,-32.292782798827,-735800.0437198344
2018-03-15,24.4,24.58,24.280001000000002,24.329194218586778,24.329194218586778,3203700,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,25.035263202784,24.64401041664504,25.70672309374973,23.297626147023955,0.16397794188239523,0.2050706637612476,0.10703514680282039,-21.933579208388476,-697372.993536206
2018-03-16,24.41,24.719998999999998,24.35,24.373983061955926,24.373983061955926,3007500,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.84529067594667,24.62602860912364,25.349448971949982,23.509116186184578,0.06481926155455688,0.1957309665961536,0.11257913086283367,-7.7207900289555695,-766073.9746103508
2018-03-19,24.6,24.629998999999998,23.76,23.72994353985309,23.72994353985309,2743500,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.88594125315558,24.56647967604297,25.17803734927613,23.547578111172477,-0.03454769505127337,0.18042790098039516,0.07326587931432071,-64.57617904371469,-824904.0581962883
2018-03-20,24.09,24.1,23.190001000000002,23.099811799510302,23.099811799510302,2791000,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.928494843851922,24.4692014837496,25.239237193165277,23.38268134166349,-0.09910912043826435,0.1618873325546607,0.008570890141385012,-138.75537925569944,-904802.0127961726
2018-03-21,23.16,23.389999,23.08,22.889370331701002,22.889370331701002,2202500,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.768245812839737,24.364606926820688,25.30814539407833,23.19810949979538,-0.6149363975335254,0.11045681496100504,-0.04228270983338678,-162.0785608496255,-1353839.7437042403
2018-03-22,22.93,23.139999,22.35,22.25790110567,22.25790110567,2150000,22.889370331701002,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.512934376132463,24.225365343125308,25.4468493315,22.90232282585686,-0.1165810264696544,0.09545087142479802,-0.10824511173129792,-190.45792533180483,-695374.8947897982
2018-03-23,22.42,22.51,21.719998999999998,22.0196680189,22.0196680189,2876100,22.25790110567,22.889370331701002,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,24.823784253774882,24.0798107028873,25.605616609407406,22.616230426226622,0.3793273918640608,0.11418396972923853,-0.15520606542383258,-197.4227401794018,259943.63472999353
2018-03-26,22.209999,22.52,22.08,22.415560063,22.415560063,2028900,22.0196680189,22.25790110567,22.889370331701002,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,24.72130484591627,23.970147956991795,25.662332780937824,22.432558760064524,0.7626365068181856,0.15691256126211914,-0.1474284210460025,-152.06467569002484,1187076.3276902342
2018-03-27,22.549999,22.610001,22.030001000000002,22.265200209999996,22.265200209999996,2724900,22.415560063,22.0196680189,22.25790110567,22.889370331701002,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,24.26351381972089,23.857958039620947,25.685377685335087,22.246208695783896,0.40551587931033567,0.17327129469495184,-0.13991419750434897,-137.854655184736,955510.2136337013
2018-03-28,22.15,22.5,22.08,22.5340007,22.5340007,2469600,22.265200209999996,22.415560063,22.0196680189,22.25790110567,22.889370331701002,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.806481065736307,23.770950193494766,25.670445925082582,22.119404878647387,1.0809540476190473,0.23292240197339142,-0.10614531679008388,-119.98328837789063,1850754.4699401902
2018-03-29,22.620001000000002,22.92,22.559998999999998,22.73,22.73,2260500,22.5340007,22.265200209999996,22.415560063,22.0196680189,22.25790110567,22.889370331701002,23.099811799510302,23.72994353985309,24.373983061955926,24.329194218586778,24.23907256557603,24.212036069672806,24.343353220901843,24.382748366270555,24.032057909881164,23.94079337296435,23.962212411889308,23.864069323566792,23.757941397070034,23.60759021912101,23.70262313599637,25.588918663579506,22.047247926631528,0.4722236882675349,0.24862992847200976,-0.06204737136611915,-86.5843831988332,1095779.7152303946
